 	12.12.2011 	12:41:58 	 	 	0,00 sm 	      0,00 sm 	 	 	 	 	 	 	letzte Logbuch-Datei ist\nuntil_2011-12-12_12_41_58_logbook.txt 	 	 	 	 	 	 	 	 	 	 	1076:50 h 	01076:50 h 	100,00 Liter 	    100,00 Liter 	 	 	250,00 Liter 	    250,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	15:02:05 	 	 	2,36 sm 	   148,14 sm 	040° 11,7691' N\n007° 23,7831' E 	142,03° 	 	4,68 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	15:32:08 	 	 	2,58 sm 	   150,72 sm 	040° 09,6830' N\n007° 25,7578' E 	141,22° 	 	5,81 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	15:57:06 	 	 	2437,14 sm 	  2587,86 sm 	000° 06,0000' N\n000° 34,0000' E 	147,29° 	 	5,84 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	01.01.1970 	01:59:59 	 	 	2435,47 sm 	  5023,33 sm 	040° 07,7676' N\n007° 27,3236' E 	147,29° 	 	5,84 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	15:58:05 	 	 	2438,31 sm 	  7461,64 sm 	000° 04,0000' N\n000° 28,0000' E 	145,11° 	 	5,07 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	02.12.1999 	15:58:06 	 	 	2438,25 sm 	  9899,89 sm 	040° 07,6938' N\n007° 27,3824' E 	7,00° 	 	13,00 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:00:24 	 	 	2950,15 sm 	 12850,04 sm 	040° 07,5303' N\n073° 15,5601' E 	153,79° 	 	5,32 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:00:24 	 	 	2950,12 sm 	 15800,16 sm 	040° 07,5198' N\n007° 27,5135' E 	153,79° 	 	5,32 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:01:47 	 	 	0,11 sm 	 15800,27 sm 	040° 07,4260' N\n007° 27,5819' E 	150,33° 	 	5,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:09:17 	 	 	283,84 sm 	 16084,11 sm 	040° 06,8777' N\n001° 17,0000' E 	144,99° 	 	4,72 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:09:17 	 	 	284,21 sm 	 16368,32 sm 	040° 06,8687' N\n007° 28,0415' E 	144,99° 	 	4,72 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:13:10 	 	 	321,73 sm 	 16690,05 sm 	040° 06,6001' N\n000° 28,0000' E 	155,51° 	 	5,47 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:13:11 	 	 	321,92 sm 	 17011,97 sm 	040° 06,5984' N\n007° 28,2719' E 	2,00° 	 	7,00 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:13:26 	 	 	341,06 sm 	 17353,03 sm 	040° 06,5908' N\n000° 03,0000' E 	145,20° 	 	4,71 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:13:27 	 	 	341,07 sm 	 17694,10 sm 	040° 06,5813' N\n007° 28,2869' E 	37,00° 	 	96,00 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:14:04 	 	 	1778,83 sm 	 19472,93 sm 	010° 39,0000' N\n010° 39,0000' E 	157,39° 	 	5,19 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	01.01.1970 	01:59:59 	 	 	1778,78 sm 	 21251,71 sm 	040° 06,5342' N\n007° 28,3235' E 	157,39° 	 	5,19 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:17:37 	 	 	2996,13 sm 	 24247,84 sm 	000° 04,0000' N\n040° 06,2854' E 	144,28° 	 	5,65 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	05.01.2000 	16:17:38 	 	 	2995,84 sm 	 27243,68 sm 	040° 06,2844' N\n007° 28,5353' E 	0,00° 	 	728,53 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:18:43 	 	 	1778,51 sm 	 29022,19 sm 	010° 39,0000' N\n010° 39,0000' E 	150,05° 	 	5,09 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	01.01.1970 	01:59:59 	 	 	1778,43 sm 	 30800,62 sm 	040° 06,2065' N\n007° 28,5994' E 	150,05° 	 	5,09 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:31:58 	 	 	1,09 sm 	 30801,71 sm 	040° 05,2817' N\n007° 29,3526' E 	159,69° 	 	5,30 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	12.03.2012 	16:33:09 	 	 	0,00 sm 	  30801,71 sm 	120312.0000N01039.0000E 	147,87° 	 	5,08 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
 	26.05.2012 	12:04:30 	 	 	535,39 sm 	   545,61 sm 	035° 46,7578' N\n010° 49,9943' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	133:00 h 	01213:27 h 	-185,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	Testfahrt Monastir 
 	26.05.2012 	12:09:30 	 	 	0,01 sm 	   545,62 sm 	035° 46,7640' N\n010° 49,9848' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:14:30 	 	 	0,00 sm 	   545,62 sm 	035° 46,7658' N\n010° 49,9889' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:19:30 	 	 	0,00 sm 	   545,62 sm 	035° 46,7641' N\n010° 49,9860' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:24:31 	 	 	0,00 sm 	   545,62 sm 	035° 46,7654' N\n010° 49,9841' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:29:30 	 	 	0,01 sm 	   545,63 sm 	035° 46,7614' N\n010° 49,9887' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:34:30 	 	 	0,00 sm 	   545,63 sm 	035° 46,7640' N\n010° 49,9869' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:39:30 	 	 	0,00 sm 	   545,63 sm 	035° 46,7669' N\n010° 49,9850' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:44:31 	 	 	0,00 sm 	   545,63 sm 	035° 46,7662' N\n010° 49,9880' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:49:30 	 	 	0,01 sm 	   545,64 sm 	035° 46,7605' N\n010° 49,9853' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:54:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7612' N\n010° 49,9876' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	12:59:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7627' N\n010° 49,9864' E 	 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:04:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7618' N\n010° 49,9892' E 	123,49° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:09:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7618' N\n010° 49,9880' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:14:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7611' N\n010° 49,9910' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:19:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7594' N\n010° 49,9865' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:24:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7642' N\n010° 49,9863' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:29:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7664' N\n010° 49,9903' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:34:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7639' N\n010° 49,9862' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:39:30 	 	 	0,00 sm 	   545,64 sm 	035° 46,7638' N\n010° 49,9855' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:44:30 	 	 	0,01 sm 	   545,65 sm 	035° 46,7680' N\n010° 49,9906' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:49:30 	 	 	0,00 sm 	   545,65 sm 	035° 46,7653' N\n010° 49,9895' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:54:30 	 	 	0,01 sm 	   545,66 sm 	035° 46,7605' N\n010° 49,9878' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	13:59:31 	 	 	0,00 sm 	   545,66 sm 	035° 46,7634' N\n010° 49,9896' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:04:31 	 	 	0,00 sm 	   545,66 sm 	035° 46,7655' N\n010° 49,9892' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:09:30 	 	 	0,00 sm 	   545,66 sm 	035° 46,7627' N\n010° 49,9868' E 	46,87° 	 	0,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:12:06 	 	 	0,04 sm 	   545,70 sm 	035° 46,7920' N\n010° 50,0236' E 	69,31° 	 	1,48 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:14:30 	 	 	0,04 sm 	   545,74 sm 	035° 46,7641' N\n010° 50,0629' E 	130,89° 	 	1,60 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:19:30 	 	 	0,21 sm 	   545,95 sm 	035° 46,6480' N\n010° 50,2749' E 	96,32° 	 	2,06 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:24:26 	 	 	0,21 sm 	   546,16 sm 	035° 46,7405' N\n010° 50,5020' E 	38,86° 	 	2,73 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:24:30 	 	 	0,00 sm 	   546,16 sm 	035° 46,7434' N\n010° 50,5043' E 	41,84° 	 	3,00 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:29:30 	 	 	0,28 sm 	   546,44 sm 	035° 46,9217' N\n010° 50,7759' E 	48,04° 	 	3,90 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:34:31 	 	 	0,37 sm 	   546,81 sm 	035° 47,1420' N\n010° 51,1457' E 	44,06° 	 	3,83 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:34:48 	 	 	0,02 sm 	   546,83 sm 	035° 47,1533' N\n010° 51,1669' E 	64,07° 	 	4,32 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:39:30 	 	 	0,37 sm 	   547,20 sm 	035° 47,3645' N\n010° 51,5358' E 	53,81° 	 	4,69 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:44:30 	 	 	0,33 sm 	   547,53 sm 	035° 47,5751' N\n010° 51,8427' E 	52,39° 	 	4,28 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:47:44 	 	 	0,25 sm 	   547,78 sm 	035° 47,7593' N\n010° 52,0586' E 	30,35° 	 	5,13 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:49:30 	 	 	0,13 sm 	   547,91 sm 	035° 47,8615' N\n010° 52,1661' E 	29,20° 	 	4,84 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:54:30 	 	 	0,36 sm 	   548,27 sm 	035° 48,1410' N\n010° 52,4507' E 	42,48° 	 	4,64 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	14:59:30 	 	 	0,36 sm 	   548,63 sm 	035° 48,4206' N\n010° 52,7289' E 	46,37° 	 	4,29 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:02:03 	 	 	0,19 sm 	   548,82 sm 	035° 48,5645' N\n010° 52,8746' E 	25,27° 	 	4,59 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:04:30 	 	 	0,18 sm 	   549,00 sm 	035° 48,7017' N\n010° 53,0179' E 	41,95° 	 	4,35 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:09:30 	 	 	0,37 sm 	   549,37 sm 	035° 48,9846' N\n010° 53,3125' E 	48,60° 	 	4,71 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:14:29 	 	 	0,38 sm 	   549,75 sm 	035° 49,2717' N\n010° 53,6199' E 	47,58° 	 	4,86 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:17:56 	 	 	0,27 sm 	   550,02 sm 	035° 49,4722' N\n010° 53,8340' E 	25,34° 	 	4,90 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:19:29 	 	 	0,12 sm 	   550,14 sm 	035° 49,5591' N\n010° 53,9272' E 	34,64° 	 	4,86 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:24:29 	 	 	0,38 sm 	   550,52 sm 	035° 49,8462' N\n010° 54,2415' E 	51,83° 	 	4,81 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:28:01 	 	 	0,11 sm 	   550,63 sm 	035° 49,9229' N\n010° 54,3420' E 	245,85° 	 	3,67 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:29:29 	 	 	0,10 sm 	   550,73 sm 	035° 49,8744' N\n010° 54,2332' E 	242,85° 	 	4,50 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:34:29 	 	 	0,41 sm 	   551,14 sm 	035° 49,6648' N\n010° 53,8046' E 	241,15° 	 	5,03 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:39:16 	 	 	0,40 sm 	   551,54 sm 	035° 49,4536' N\n010° 53,3832' E 	219,59° 	 	4,78 ktn 	 	 	Automatischer Eintrag\nKursänderung >20° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:39:29 	 	 	0,02 sm 	   551,56 sm 	035° 49,4420' N\n010° 53,3686' E 	223,37° 	 	4,23 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	26.05.2012 	15:44:29 	 	 	0,37 sm 	   551,93 sm 	035° 49,1674' N\n010° 53,0641' E 	234,70° 	 	3,77 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01213:27 h 	0,00 Liter 	     40,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
